Uniq Id,Crawl Timestamp,Pageurl,Website,Title,Num Of Reviews,Average Rating,Number Of Ratings,Model Num,Sku,Upc,Manufacturer,Model Name,Price,Monthly Price,Carrier,Color Category,Internal Memory,Screen Size,Five Star,Four Star,Three Star,Two Star,One Star
3765be3181d24cbc0acd5393e24fff26,2020-05-22 01:00:44 +0000,https://www.walmart.com/ip/Fruit-of-the-Loom-Men-s-and-Big-Men-s-Eversoft-Fleece-Crew-Sweatshirt-up-to-Size-4XL/601080003,walmart.com,"Fruit of the Loom Men's and Big Men's Eversoft Fleece Crew Sweatshirt, up to Size 4XL",726,4.6,4.6,11000M,355510569,885306779511,Fruit of the Loom,11000M,6.94,,"",Navy,"","",577,85,32,7,25
bd48af2b0e86a4a0006420d6e0dc0eb8,2020-04-26 02:40:19 +0000,https://www.walmart.com/ip/Bluetooth-Smart-Watch-with-Sedentary-Remind-Sleep-Monitor-Remote-Camera-GSM-Support-Call-Music-Photography-SIM-TF-card-for-IOS-Android-Black/769753977,walmart.com,"","",0,0,"",763509579,"","","",15.99,,,Red,,"","","","","",""
8289bcb75aef696da7cf668af05551eb,2020-05-30 02:07:52 +0000,https://www.walmart.com/ip/Glamorise-Womens-Magic-Lift-Front-Close-Wire-Free-Bra-Style-1200/189455784,walmart.com,Glamorise Womens Magic Lift Front-Close Wire-Free Bra Style-1200,73,4.2,4.2,1200,598229603,840468099303,Glamorise,1200,32.9,,"",Pale Pink,"","",41,19,5,2,6
af297f9c061739fb8f6a4fa7b66e6a3d,2020-04-18 02:51:35 +0000,https://www.walmart.com/ip/iPhone-Galaxy-S7-S8-S9-Touch-Earbuds-Mini-S10e-Insten-iPad-In-Ear-Plus-6S-Player-For-Classic-Air-iPod-Earphones-MP4-Nano-MP3-2019-Apple-S10-6-5-Music/28883563,walmart.com,"",11,3.6,3.6,"",28883563,"","","",4.78,,,"",,,5,1,2,2,1
fe91013b1679f2f24d4c45d00dd14e03,2020-06-11 00:30:13 +0000,https://www.walmart.com/ip/Apple-iPhone-6-16GB-Factory-GSM-Unlocked-Smartphone-Space-Gray-Refurbished/366456278,walmart.com,,18,3.8,3.8,,825677097,,,,139.99,,,Space Grey,,,10,1,3,1,3
9342dbad8f50b6cbc0f48a656f2c0cfa,2020-05-24 01:22:06 +0000,https://www.walmart.com/ip/Apple-iPhone-7-128GB-Silver-GSM-Unlocked-Brand-New/799522530,walmart.com,Apple iPhone 7 32GB Gold GSM Unlocked Brand New,"",0,0,"",415121558,689518373259,Apple,"",399.99,,GSM Unlocked,Rose Gold,"",4.70inch,"","","","",""
170b2edfb3a60111beae46eb0a176bf3,2020-05-29 05:59:01 +0000,https://www.walmart.com/ip/Cadet-Single-Pole-Thermostat/19671250,walmart.com,"","",0,0,"",19671250,"","","",24.55,,,White,,,"","","","",""
d379955249c6d46d754057db53c1e18e,2020-06-28 00:53:54 +0000,https://www.walmart.com/ip/Adepoy-Replacemnt-Bands-for-Fitbit-Charge-2-Milanese-Stainless-Steel-Bracelet-with-Strong-Magnet-Lock/815630471,walmart.com,Adepoy Replacemnt Bands for Fitbit Charge 2 Milanese Stainless Steel Bracelet with Strong Magnet Lock,21,4.6,4.6,NA,113493470,756926480913,AdePoy,NA,14.69,NA,NA,Blue,NA,NA,16,3,1,0,1
9c6c7d0031becb8dafa3f6028e141f0b,2020-04-12 00:42:02 +0000,https://www.walmart.com/ip/Sennheiser-HD280PRO-Professional-Closed-Back-Studio-Headphones/55375703,walmart.com,,1,3,3.0,,55375703,,,,99.95,,,"",,,0,0,1,0,0
8e1d4b0468357cfcae0bda8ed4c44c1c,2020-04-13 01:21:23 +0000,https://www.walmart.com/ip/Wrangler-Men-s-Cowboy-Cut-Original-Fit-Jean/42393086,walmart.com,,342,4.4,4.4,,42393108,,,,31.87,,,Rigid Indigo,,,261,33,10,12,26
2188c0a7d3a0cab147ac9a6fd579314b,2020-06-19 07:38:15 +0000,https://www.walmart.com/ip/JJR-C-H73-RC-Drone-with-Camera-2K-5G-Wifi-FPV-Foldable-Quadcopter-Follow-Me-Altitude-Hold-Drone-for-Adult/643505923,walmart.com,JJR/C H73 RC Drone with Camera 2K 5G Wifi FPV Foldable Quadcopter Follow Me Altitude Hold Drone for Adult,NA,NA,0,NA,643505923,791375325323,JJRC,NA,138.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35186b82c9e8c42c4ace0e09f2af2c1e,2020-05-04 08:19:42 +0000,https://www.walmart.com/ip/Wall-Mount-Security-System-Outdoor-Camera-Bracket-proof-Xt-Protection-UV-Degree-Blink-360-Protective-Adjustable-Weather-Cover-Antisun-Glare-Indoor/771913642,walmart.com,"",3,3.3,3.3,"",363965803,"","","",16.99,,,"",,,1,1,0,0,1
aa91685dc8355f1eb6cfe55ef32f853f,2020-05-28 05:34:32 +0000,https://www.walmart.com/ip/DVR-Detection-HDD-Built-Indoor-Outdoor-Remote-Security-System-1080P-Notifications-Alerts-2TB-Motion-16-Channel-Instant-View-Mobile-Cameras-Storage-Su/376838074,walmart.com,"",4,3,3.0,"",376838074,"","","",549.99,,,"",,,2,0,0,0,2
d3ae06932978a381dd4df2be2fc81762,2020-04-03 05:29:15 +0000,https://www.walmart.com/ip/Wireless-Security-Camera-System-8CH-1080P-Wireless-NVR-System-with-4pcs-720P-IP-Security-Camera-CCTV-Camera-System-No-Hard-Drive/488404149,walmart.com,,"",0,0,,488404149,,,,156.65,,,"",,,"","","","",""
089377adbccc2909f2762671b17cbc0e,2020-04-18 02:38:31 +0000,https://www.walmart.com/ip/X8S-Bluetooth-5-2-Headset-TWS-Wireless-Earphones-Mini-Earbuds-Stereo-Headphones-Black/169123028,walmart.com,"",4,5,5.0,"",648585925,"","","",16.59,,,Gold,,,4,0,0,0,0
91e64b065db15dcc30cf4ab2176ccf48,2020-05-07 03:00:52 +0000,https://www.walmart.com/ip/For-iPad-11-2018-360-Rotating-Leather-Smart-Stand-Case-Cover-Sky-Blue/574185222,walmart.com,"For iPad 11"" 2018 360 Rotating Leather Smart Stand Case Cover（Sky Blue)","",0,0,"",574185222,751450879882,Kasmotion,"",10.99,,,Sky Blue,,"","","","","",""
7c276925c8d50e4220ddf93db3992786,2020-05-04 04:58:01 +0000,https://www.walmart.com/ip/VISUO-XS809HW-WIFI-FPV-RC-Quadcopter-Drone-2MP-Wide-Angle-HD-Camera-High-Hold-Mode-Foldable-Arm-Kids-Toys-Gifts/526328911,walmart.com,"","",0,0,"",526328911,"","","",86.08,,,2.0MP Wide Angle + 3 Batteries,,,"","","","",""
75b6a6117047fc03d7b6d2bd97756e9b,2020-05-19 03:26:16 +0000,https://www.walmart.com/ip/White-Rodgers-1C20101S1-White-Rodgers-Heating-Thermostat-White/37009292,walmart.com,"",3,4.3,4.3,"",37009292,"","","",20.43,,,"",,"",1,2,0,0,0
9d8ef80290cb0d8c0a0557202d1106fe,2020-04-26 02:00:38 +0000,https://www.walmart.com/ip/New-Case-PU-Screen-Leather-Premium-Pro-Auto-Stylus-Black-iPad-Mignova-Release-Sleep-Wake-3rd-Air-Gen-iPad-Gen-10-5-Apple-2017-10-5-Up-Protector/291871285,walmart.com,"",6,4,4.0,"",291871285,"","","",13.99,,,Black,,"",2,2,2,0,0
7132bd1291d411fb03878f63a61e7ede,2020-05-25 12:43:30 +0000,https://www.walmart.com/ip/Office-APP-Floor-Thermostat-Temperature-Wi-Fi-Screen-DisplayTouch-Electric-Digital-Controller-LCD-Smart-Programmable-Control-School-Heating-16A-Week-/908865655,walmart.com,"",1,1,1.0,"",174918245,"","","",30.49,,,Orange,,,0,0,0,0,1
0cae3037428fa172648bc210a17f6566,2020-05-23 01:41:35 +0000,https://www.walmart.com/ip/AXIS-Q6155-E-Network-Security-Surveillance-Camera-0934-004/934027603,walmart.com,AXIS Q6155-E Network Security Surveillance Camera 0934-004,"",0,0,0934-004,934027603,"",Axis Communication,0934-004,2760.00,,,"",,,"","","","",""
69beb2aca4b675b55cfd18fdfe864d06,2020-04-15 01:28:44 +0000,https://www.walmart.com/ip/Better-Homes-Gardens-Hatch-Basketweave-Single-Window-Panel/46598144,walmart.com,,19,4.4,4.4,,46598153,,,,15.93,,,Yellow,,,11,5,2,1,0
24b3ffeae4f09b098e7908f008bbf35c,2020-06-03 01:32:47 +0000,https://www.walmart.com/ip/Universal-8-0-inch-tablet-Case-Dteck-Folio-Case-Protective-Cover-with-Card-Slots-Stylus-holder-For-all-7-5-8-5-tablets-15-Never-Stop/861596177,walmart.com,"Universal 10.0 inch tablet Case, Dteck Folio Case Protective Cover with Card Slots/Stylus holder For all 9.5"" - 10.5"" tablets,15# Never Stop","",0.0,0,"",115725038,192757399367,Dteck,"",19.99,,,07# Tree,,"","","","","",""
6837b82b372c8a57eae510d6fee86852,2020-05-07 01:20:00 +0000,https://www.walmart.com/ip/Apple-iPhone-8-Plus-64GB-Unlocked-GSM-4G-LTE-Phone-w-Dual-12MP-Camera-Red-Refurbished/515872889,walmart.com,"",1,5,5.0,"",515872889,"","","",324.99,,"","","","",1,0,0,0,0
a3698e01396d16cd7c04e4e1bda7978b,2020-06-22 01:40:17 +0000,https://www.walmart.com/ip/Earphone-Case-Small-Headphone-Headset-Storage-Box-Protective-Usb-Cable-Earbuds-Pouch-Bag-Zipper-Hard-Earphone-Bag/668075545,walmart.com,Earphone Case Small Headphone Headset Storage Box Protective Usb Cable Earbuds Pouch Bag Zipper Hard Earphone Bag,1,5.0,5.0,NA,482501350,791756404128,FW556666616,NA,7.99,NA,NA,orange,NA,NA,1,0,0,0,0
7ca2a99be4738dac92bb4834481f390d,2020-06-28 01:32:23 +0000,https://www.walmart.com/ip/New-Galaxy-Case-Lightweight-2019-Butterfly-Folio-Case-Slots-04-S5e-For-Dteck-Flip-Card-Stand-10-5-Cover-Elephant-Samsung-inch-release/122989064,walmart.com,"New Galaxy S5e Case, Dteck Lightweight Folio Flip Stand Case Cover with Card Slots For Samsung Galaxy S5e 10.5 inch (2019 release), 07# -Butterflies",NA,0.0,0,NA,808884419,192757316760,Dteck,NA,18.99,NA,NA,07# -Butterflies,NA,NA,NA,NA,NA,NA,NA
5f8be81e6e03ad7dec4069b6582073f5,2020-04-26 02:52:43 +0000,https://www.walmart.com/ip/Laptop-TV-Waterproof-Bias-Mini-Monitor-Light-30-60in-Backlight-Lighting-EEEKit-Dimmable-HDTV-Flexible-USB-16-Color-Led-LED-TV-SMD-Controller-RGB-5050/800124465,walmart.com,"Led Strip Light for 30-60in TV, EEEKit USB LED TV Backlight with Mini 3 Buttons Controller -Dimmable, Waterproof & Flexible- 16 Color Changing 5050 SMD RGB Bias Lighting for HDTV PC Laptop Monitor",1,1,1,"",792814159,690770093403,EEEKit,"",14.47,,,3M,,0\inch 3\inch 6\inch,0,0,0,0,1
a2c95a3fa1837523c7f64ebb60a62513,2020-05-22 00:59:49 +0000,https://www.walmart.com/ip/Refurbished-Apple-iPhone-8-256GB-Factory-Unlocked-Smartphone/258824058,walmart.com,"","",0,0,"",258824058,"","","",329.99,,"",Gold,"","","","","","",""
0c4fbc2791229269a39a5ff73b4bc291,2020-04-21 07:30:49 +0000,https://www.walmart.com/ip/4in1-4TB-16-Channel-Hybrid-Access-Digital-Recorder-HDD-Remote-Compatible-Security-Evertech-Video-Analog-h264-AHD-TVI-CVI-Smartphone/846505256,walmart.com,"","",0,0,"",846505256,"","","",294.99,,,"",,"","","","","",""
40ccf24d024797324c977ee73e57bcad,2020-05-28 01:35:49 +0000,https://www.walmart.com/ip/Dteck-Slim-Fit-Case-For-iPad-10-2-inch-A2200-A2198-A2232-2019-Release-Lightweight-Tri-folding-Stand-Cover-Auto-Wake-Sleep-Smart-Case-Rose/846735406,walmart.com,"Dteck Slim Fit Case For iPad 10.2 inch (A2200/A2198/A2232, 2019 Release) , Lightweight Tri-folding Stand Cover Auto Wake Sleep Smart Case, Black",10,5,5.0,"",791021123,193831161436,Dteck,"",19.99,,,Butterfly,,"",10,0,0,0,0
96c308ba178044b7a268e56dd1ff3dab,2020-06-25 02:44:06 +0000,https://www.walmart.com/ip/beyerdynamic-dt-880-dt880-pro-semi-open-dynamic-headphones/198617495,walmart.com,beyerdynamic dt 880 dt880 pro semi-open dynamic headphones,NA,0.0,0,DT-880-PRO-250,198617495,714497643359,Beyerdynamic,DT-880-PRO-250,198.99,NA,NA,"Black, Silver",NA,NA,NA,NA,NA,NA,NA
c07f0ad4a0f58eb6dad4957e8db8b3bb,2020-04-15 09:27:51 +0000,https://www.walmart.com/ip/DJI-Mavic-Air-Fly-More-Combo-Arctic-White-CP-PT-00000165-01-Mavic-Air-Ultraportable-4K-Quadcopter/840215100,walmart.com,,"",0,0,,840215100,,,,1115.23,,,"",,,"","","","",""
13c67c1629b11547f6684bbe0d1cfd6f,2020-06-28 01:23:41 +0000,https://www.walmart.com/ip/Universal-8-inch-Tablet-Case-Flip-Painted-Leather-Folio-Stand-Cover-For-iPad-mini-Samsung-Tab-8inch-Amazon-Fire-HD-8/967645528,walmart.com,"Universal 8 inch Tablet Case Flip Painted Leather Folio Stand Cover For iPad mini / Samsung Tab 8inch / Amazon Fire HD 8""",12,4.6,4.6,NA,189161032,192757244131,Dteck,NA,18.99,NA,NA,Flower,NA,NA,10,1,0,0,1
86c0d78863e479e41dd8c10aa048307f,2020-04-18 00:31:25 +0000,https://www.walmart.com/ip/BLU-G5-Unlocked-Android-Smartphone-32GB-Memory-2GB-RAM-5-5-HD-Display-Metal-Black/554904578,walmart.com,"","",0,0,"",609067294,"","","",89.90,,"",Blue,"","","","","","",""
7cf726b8d36c1764614ce16d3ee8dc50,2020-06-28 00:47:00 +0000,https://www.walmart.com/ip/Fitness-Tracker-Heart-Rate-Monitor-watch-Sports-Activity-Watch-Pedometer-Watch-Sleep-Step-Kids-Women-Men-BLACK/870366099,walmart.com,"Fitness Tracker with Heart Rate Monitor, Watch Sports Activity Tracker Watch, Pedometer Watch with Sleep Monitor, Step Tracker for Kids, Women, and Men (TURQUOISE)",2,2.0,2.0,W002-40,268767135,616621829878,iron Shield,W002-40,39.69,NA,NA,Turquoise,NA,NA,0,0,1,0,1
671bad4dfc0e6ac3e106f3fa24b4853a,2020-06-07 02:35:08 +0000,https://www.walmart.com/ip/Beats-by-Dr-Dre-Solo2-Wireless-On-Ear-Headphones-Black-Refurbished/42403411,walmart.com,,106,4.5,4.5,,42403412,,,,799.00,,,Blue,,,80,12,5,3,6
3fc928cac3923a4bf4efd5c09db145e9,2020-05-24 12:53:42 +0000,https://www.walmart.com/ip/Axess-BT-Media-Speaker-in-Red/56229287,walmart.com,"","",0,0,"",56229289,"","","",29.75,,,Orange,,,"","","","",""
ba237a4d58bbb5c0d1c8ac767459bb85,2020-06-02 00:57:54 +0000,https://www.walmart.com/ip/HQRP-Battery-for-Sony-MDR-RF925-MDR-RF925R-MDR-RF925RK-MDR-RF970-MDR-RF970RK-Wireless-Stereo-Headphone-System-HQRP-Coaster/467902773,walmart.com,"","",0.0,0,"",467902773,"","","",8.91,,"","","","","","","","",""
df02dfac6e5734cf7d791b18c72b5353,2020-04-23 04:04:03 +0000,https://www.walmart.com/ip/Texture-Collection-of-Skins-For-Nintendo-New-3DS-XL-2015/855820013,walmart.com,Texture Collection of Skins For Nintendo New 3DS XL (2015),"",0,0,"",527103345,736684740603,MightySkins,"",14.99,,,Pink Fur,,"","","","","",""
11817a690179aa099fbf3895a5bbce58,2020-04-09 01:38:06 +0000,https://www.walmart.com/ip/Drawing-Office-One-Stylus-Tablet-Battery-Board-Button-Eliminate-8-5-Practical-Home-Doodle-Electronic-LCD-Built-in-Kids-Pad-TSV-Writing-Adults-Clipboa/704281858,walmart.com,,1,1,1.0,,704281858,,,,9.87,,,Blue,,,0,0,0,0,1
53bb3382687b8ec6fbdee9b702358773,2020-06-16 05:06:07 +0000,https://www.walmart.com/ip/iPad-mini-3-iPad-mini-2-iPad-mini-Case-ULAK-Folio-Ultra-Slim-SmartShell-Case-Cover-for-Apple-iPad-mini-1-2-3-with-Auto-Sleep-Wake-Function/149021424,walmart.com,,16,4.1,4.1,,110247491,,,,10.99,,,Silver,,,10,2,2,0,2
425f464a87b06380bce960b3d500e476,2020-04-26 06:12:21 +0000,https://www.walmart.com/ip/Mini-Orion-Camera-Drone-Live-Feed-LCD-Screen-2-4GHz-4-5-Channel-R-C-Quadcopter-Colors-May-vary/54808488,walmart.com,"",143,2.7,2.7,"",54808488,"","","",80.00,,,"",,,36,20,11,11,65
48e8cb3de78d62420f17dbd57789c1be,2020-04-13 01:49:21 +0000,https://www.walmart.com/ip/Hanes-Men-s-and-Big-Men-s-Cool-Dri-Performance-Long-Sleeve-T-Shirt-50-UPF-Up-to-Size-3XL/21014897,walmart.com,,1525,4.6,4.6,,21014897,,,,9.50,,,Black,,,1159,219,54,39,54
0a297ef3b396c5024493c05726a8a7f6,2020-04-26 03:12:27 +0000,https://www.walmart.com/ip/Office-APP-Temperature-Digital-Curved-Programmable-Surface-Control-School-Home-Floor-Thermostat-Wi-Fi-Electric-Controller-LCD-Smart-Heating-16A-Hotel/618578475,walmart.com,"","",0,0,"",691291292,"","","",27.42,,,"",,,"","","","",""
